Reference	Localized Group	Message	Selections	
figs-metaphor_2_7__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଧନ୍ୟବାଦ ଦେବାରେ ବୃଦ୍ଧି ପାଅ-1	
figs-metaphor_3_12__1	Metaphor	unable to migrate selection, no match found for check in new resources	କୋମଳ ହୃଦୟରେ ଦୟା-1 କରୁଣା-1 ବିନମ୍ରତା-1 ମୃଦୁତା-1 ଏବଂ ଦୀର୍ଘସହିଷ୍ନ‌ୁତା ପରିଧାନ କର-1	
figs-metaphor_3_17__1	Metaphor	unable to migrate selection, no match found for check in new resources	ତାହାଙ୍କ ଦ୍ଵାରା-1	
figs-metaphor_3_24__1	Metaphor	unable to migrate selection, no match found for check in new resources	ଉତ୍ତରାଧିକାରର-1	
figs-metaphor_4_8__1	Metaphor	unable to migrate selection, no match found for check in new resources	ସେ ତୁମ୍ଭମାନଙ୍କ ହୃଦୟ ଉତ୍ସାହିତ କରିପାରିବେ-1	
figs-metonymy_1_23__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଯାହା ପାଇଁ-1 ମୁଁ-1 ପାଉଲ-1 ଜଣେ ସେବକ ହେଲି-1	
figs-metonymy_1_25__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଈଶ୍ବରଙ୍କ ବାକ୍ଯ ସମ୍ପୁର୍ଣ କରିବାକୁ-1	
figs-metonymy_2_18__1	Metonymy	unable to migrate selection, no match found for check in new resources	ବୃଥା ନମ୍ରତା-1 ମୋହିତ କରି-1	
figs-metonymy_2_20__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଜଗତର-1	
figs-metonymy_2_5__1	Metonymy	unable to migrate selection, no match found for check in new resources	ମୁଁ ଶରୀରରେ ଅନୁପସ୍ଥିତ ଅଛି-1	
figs-metonymy_3_10__1	Metonymy	unable to migrate selection, no match found for check in new resources	ପ୍ରତିମୂର୍ତ୍ତି-1	
figs-metonymy_3_11__1	Metonymy	unable to migrate selection, no match found for check in new resources	କୌଣସି ଗ୍ରୀକ୍ ଓ ଯିହୁଦୀ-1 ସୁନ୍ନତ ଓ ଅସୁନ୍ନତ-1 ବର୍ବର-1 ସ୍କୁଥୀୟ-1 ଦାସ-1 ସ୍ଵାଧୀନ ମନୁଷ୍ୟ ନାହିଁ-1	
figs-metonymy_3_15__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଖ୍ରୀଷ୍ଟଙ୍କ ଶାନ୍ତି ତୁମ୍ଭମାନଙ୍କ ହୃଦୟରେ ରାଜତ୍ଵ କରୁ-1	
figs-metonymy_3_15__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭମାନଙ୍କ ହୃଦୟରେ-1	
figs-metonymy_3_16__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଖ୍ରୀଷ୍ଟଙ୍କ ବାକ୍ୟ ପ୍ରଚୁରଭାବେ ତୁମ୍ଭମାନଙ୍କଠାରେ ବାସ କରୁ-1	
figs-metonymy_3_16__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭମାନଙ୍କ ହୃଦୟରେ ଧନ୍ୟବାଦ ସହ ଗୀତ ଗାନ କରି-1	
figs-metonymy_3_17__1	Metonymy	unable to migrate selection, no match found for check in new resources	ପ୍ରଭୁ ଯୀଶୁଙ୍କ ନାମରେ-1	
figs-metonymy_3_22__1	Metonymy	unable to migrate selection, no match found for check in new resources	ହୃଦୟର ସରଳତା ସହିତରେ-1	
figs-metonymy_3_4__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭମାନଙ୍କ ଜୀବନ-1	
figs-metonymy_3_8__1	Metonymy	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭର ମୁଖରୁ-1	
figs-metonymy_4_18__1	Metonymy	unable to migrate selection, no match found for check in new resources	ଅନୁଗ୍ରହ ତୁମ୍ଭମାନଙ୍କ ସହବର୍ତ୍ତୀ ହେଉ-1	
figs-parallelism_1_22__1	Parallelism	unable to migrate selection, no match found for check in new resources	ଅନିନ୍ଦନୀୟ ଓ ନିର୍ଦୋଷ ରହିତ-1	
figs-pastforfuture_3_1__1	Predictive Past	unable to migrate selection, no match found for check in new resources	ତୁମ୍ଭେମାନେ ଖ୍ରୀଷ୍ଟଙ୍କ ସହିତ ଉତ୍ଥିତ ହେଲ-1	
figs-pronouns_2_2__1	Pronouns	unable to migrate selection, no match found for check in new resources	ଯେପରି ସେମାନଙ୍କ ହୃଦୟ-1	
figs-synecdoche_2_1__1	Synecdoche	unable to migrate selection, no match found for check in new resources	ଯେତେଜଣ ଶରୀରରେ ମୋର ମୁଖ ଦେଖି ନାହାନ୍ତି-1	
figs-you_4_17__1	Forms of You	unable to migrate selection, no match found for check in new resources	ଆର୍ଖିପ୍ପଙ୍କୁ କୁହ, "ସେବାକାର୍ଯ୍ଯ ପ୍ରତି ଯତ୍ନବାନ ହୁଅ ଯାହା ତୁମ୍ଭେ ପ୍ରଭୁଙ୍କଠାରେ ପାଇଅଛ, ଯେପରି ତାହା ତୁମ୍ଭେ ସଂପୂର୍ଣ୍ଣ କରିପାର-1	
